,Phenylalanine,Valine,Threonine,Tryptophan,Methionine,Leucine,Isoleucine,Lysine,Histidine,Alpha-linolenic acid,Linolenic acid,"Vitamin A, total","Vitamin C, total","Vitamin E, total",Vitamin D,"Vitamin K, phylloquinone (K1)",Vitamin B1 (as thiamin hydrochloride),Vitamin B2 (riboflavin),Vitamin B3,Vitamin B5,"Vitamin B6 (as pyridoxinehydrochloride), total",Vitamin B7,Vitamin B9,Vitamin B12 (as cyanocobalamin),Sodium (Na),Potassium (K),Calcium (Ca),Phosphorus (P),Magnesium (Mg),Iron (Fe),Zinc (Zn),Iodine (I),Manganese (Mn),Copper (Cu),Chromium (Cr),Selenium (Se),Cl,Mo,Co
"Marmalade, orange",11.0,16.0,10.0,3.0,3.0,16.0,10.0,20.0,7.0,0,0.0,0,3.0,0.3,0,0.0,0.0,0.03,0.1,0.0,0.02,0.0,0.005,0.0,18.0,44.0,20.0,13.0,4.0,0.5,0.027000000000000003,0.0005,0.021,0.12,0.003,0.0003,0,0,0
"Oheloberries, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Broadbeans, immature seeds, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.5,0.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Haddock, breaded, fried",1000.0,1400.0,1200.0,280.0,720.0,2100.0,1300.0,2400.0,720.0,0,0.0,0,2.0,0.0,0,0.0,0.04,0.11,4.0,0.0,0.078,0.0,0.0,0.0,530.0,300.0,100.0,120.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Breakfast tart, low fat",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Cape gooseberries, groundcherries, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,27.7,0.0,0,0.0,0.04,0.03,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,27.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Arrowhead, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.65,0.599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Fast foods, burrito, with beans and cheese",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0001,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Gourd, white-flowered (calabash), raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.32,0.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Chiton, leathery, gumboots (Alaska Native)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Breakfast cereal, Muesli with added sugar",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.59,0.38,0.0,0.0,0.0,0.0,0.0,0.0,134.0,509.0,111.0,379.0,101.0,3.5,2.32,0.00091,0.0,0.0,0.0,0.0,0,0,0
"Baguette, wheat, fine, industrial product",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.5,0,0.0,0.11800000000000001,0.067,0.0,0.0,0.053,0.0,0.0503,0.0,526.0,122.0,36.0,92.0,21.0,1.0,0.72,0.025,0.51,0.12,0.0037,0.0024,0,0,0
"Protein supplement, milk based, Muscle Milk, powder",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.005,0,0.0,0.0,0,0.0,0.0,0.0,10.0,5.7139999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Ostrich, ground, cooked, pan-broiled",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0001,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Spices, oregano, dried",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,4.64,0.9209999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Fish oil, menhaden",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Eggnog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0012,0,0.0,0.0,0,0.0,0.0,0.0,0.105,0.41700000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Bucklingpate (sweet cured herring, smoked)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.008,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,199.0,31.0,131.0,17.6,1.21,0.9,0.027000000000000003,0.022000000000000002,0.055999999999999994,0.0,0.02,0,0,0
"Carissa, (natal-plum), raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Fish, tilapia, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0031,0,0.0,0.0,0,0.0,0.0,0.0,3.903,0.487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Spices, marjoram, dried",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,4.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Coffee substitute, cereal grain beverage, powder",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Octopus (Alaska Native),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Cabbage, common, cooked, boiled, drained, with salt",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.248,0.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Seaweed, laver, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.47,0.521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Baby food, infant formula, high iron content, powder",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.00825,0,67.0,4.35,0,0.0258,0.433,0.545,6.5,3.05,0.45,12.0,0.043,0.00095,213.0,565.0,422.0,261.0,47.5,5.2,4.05,0.06,0.0,0.236,0.0,0.012,0,0,0
"Butter, salt added",25.0,34.0,21.0,7.0,12.0,48.0,29.0,44.0,14.0,0,0.0007599999999999999,0,0.0,1.9,0,0.0,0.006999999999999999,0.035,0.1,0.11,0.0,0.0,0.003,0.00016999999999999999,361.0,30.4,15.0,24.0,1.7,0.04,0.15,0.0015,0.011000000000000001,0.003,0.006,0.000174,0,0,0
"Fish, gefiltefish, commercial, sweet recipe",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Mollusks, conch, baked or broiled",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Sole, raw",780.0,1100.0,900.0,210.0,540.0,1600.0,990.0,1800.0,540.0,0,0.008,0,1.7,0.8,0,0.0,0.07200000000000001,0.076,3.5,0.3,0.314,1.2,0.01,0.0008,120.0,351.0,29.0,271.0,25.0,0.6,0.08,0.025,0.04,0.052000000000000005,0.0005,0.0255,0,0,0
"Squab (pigeon), flesh, raw",800.0,1200.0,840.0,200.0,520.0,1500.0,970.0,1800.0,520.0,0,0.0,0,7.2,0.0,0,0.0,0.28300000000000003,0.285,6.86,0.787,0.53,0.0,0.013000000000000001,0.00047000000000000004,69.0,270.0,13.0,307.0,22.0,4.51,2.7,0.0,0.019,0.594,0.0,0.0,0,0,0
"Spices, tarragon, dried",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,8.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"KRAFT, STOVE TOP Stuffing Mix Chicken Flavor",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Milk, acidophilus cultured",180.0,260.0,160.0,51.0,93.0,380.0,200.0,330.0,99.0,0,0.0001,0,0.3,0.08900000000000001,0,0.0,0.038,0.185,0.08,0.31,0.040999999999999995,3.5,0.0062,0.00015,49.0,155.0,124.0,99.0,12.3,0.04,0.44,0.0243,0.01,0.01,5.2000000000000004e-05,0.00183,0,0,0
"Candies, fudge, chocolate, prepared-from-recipe",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.17600000000000002,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Fish, sunfish, pumpkin seed, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.2,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Bisquit, sweet",390.0,390.0,220.0,74.0,120.0,560.0,330.0,120.0,180.0,0,0.0,0,0.0,0.4,0,0.0,0.04,0.05,1.2,0.4,0.075,4.0,0.0158,0.0,392.0,150.0,30.0,186.0,24.3,0.7,2.0,0.0019,0.51,0.2,0.0018,0.002,0,0,0
"Fast foods, biscuit, with egg",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Ice cream cone, chocolate covered, with nuts, flavors other than chocolate",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0001,0,0.0,0.0,0,0.0,0.0,0.0,0.8290000000000001,0.43799999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Perch, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0008,0,0.0,1.2,0,0.0,0.07,0.07,4.0,0.0,0.0,0.0,0.0,0.0,54.0,330.0,110.0,240.0,26.0,0.6,0.52,0.018000000000000002,0.062,0.023,0.0086,0.024,0,0,0
"Oil, bearded seal (Oogruk) (Alaska Native)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0007,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Norway lobster, raw",780.0,940.0,910.0,220.0,560.0,1700.0,910.0,1500.0,380.0,0,0.0,0,3.0,1.5,0,0.0,0.13,0.01,2.0,1.5,0.21,5.0,0.017,0.0009,341.0,213.0,48.0,144.0,67.5,2.0,4.6,0.24,0.04,0.7,0.0027,0.055,0,0,0
"Milk, whole, 3.25% milkfat, with added vitamin D",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0013,0,0.0,0.0,0,0.0,0.0,0.0,0.08900000000000001,0.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Fish, catfish, channel, wild, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0125,0,0.0,0.0,0,0.0,0.0,0.0,1.907,0.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Madeira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,8.4,12.0,10.0,0.83,0.14,0.0,0.023,0.134,0.004,0.0001,0,0,0
"Spices, fenugreek seed",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Lamb, breast, raw",580.0,790.0,630.0,140.0,370.0,1200.0,720.0,1300.0,420.0,0,0.0004,0,1.0,0.7,0,0.0,0.18,0.3,4.3,0.55,0.2,1.0,0.0026,0.0012,66.0,218.0,12.9,136.0,17.0,1.5,3.42,0.0007,0.01,0.122,0.0081,0.0014,0,0,0
"Rhubarb, wild, leaves (Alaska Native)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Pecans, dried",430.0,420.0,310.0,93.0,190.0,350.0,330.0,290.0,260.0,0,0.0,0,1.1,0.0,0,0.0,0.66,0.13,1.17,0.863,0.21,0.0,0.022000000000000002,0.0,0.0,410.0,70.0,277.0,121.0,2.53,4.53,0.0,4.5,1.2,0.0,0.0,0,0,0
"Mussel, raw",500.0,740.0,550.0,150.0,320.0,910.0,570.0,950.0,290.0,0,0.0,0,8.0,3.5,0,0.0,0.0,0.2,1.6,0.0,0.096,0.0,0.0418,0.0102,582.0,145.0,30.0,145.0,39.0,7.7,3.4,0.14,0.23,0.22,0.0256,0.046,0,0,0
"Cantharelle, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,5.0,0.06,0,0.0,0.09,0.41,6.8,0.0,0.04,0.0,0.0,0.0,4.0,392.0,2.0,50.0,7.0,0.6,0.97,0.0033,0.28,0.42,0.004,0.0009,0,0,0
"Kale, canned",110.0,130.0,95.0,35.0,34.0,170.0,99.0,110.0,46.0,0,0.0,0,0.0,2.8,0,0.0,0.02,0.05,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,2.8,0.0,0.0013,0.0,0.0,0.0,0.0,0,0,0
"Pike, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0009,0,3.0,0.7,0,0.0,0.08,0.04,1.5,0.0,0.15,0.0,0.0,0.024,53.0,368.0,50.0,240.0,29.0,0.3,0.96,0.008,0.04,0.015,0.00513,0.00542,0,0,0
"Bacon, meatless",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Game meat, elk, ground, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,4.89,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Frostings, chocolate, creamy, ready-to-eat",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.11900000000000001,0.027999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Seeds, lotus seeds, dried",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.6,0.851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Liqueur, coffee with cream",130.0,190.0,130.0,40.0,72.0,270.0,170.0,220.0,76.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Tangerine, canned",17.0,21.0,8.0,4.0,11.0,12.0,14.0,26.0,9.0,0,0.0,0,19.8,0.0,0,0.0,0.053,0.044000000000000004,0.4,0.125,0.042,0.8,0.005,0.0,6.0,78.0,19.8,17.3,8.0,0.4,0.24,0.0005,0.032,0.044000000000000004,0.0001,0.0004,0,0,0
"Pepper, hot chili, canned",27.0,37.0,33.0,12.0,11.0,48.0,29.0,40.0,17.0,0,0.0,0,68.0,0.0,0,0.0,0.02,0.05,0.8,0.034,0.153,0.0,0.01,0.0,1173.0,187.0,7.0,17.0,14.0,0.5,0.17,0.0,0.138,0.10099999999999999,0.0,0.0,0,0,0
"Pears, asian, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.21899999999999997,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Cereals, corn grits, white, regular and quick, enriched, dry",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,4.465,0.253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Seaweed, wakame, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.6,0.6970000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Fast foods, burrito, with beans",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.87,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Wolffish (catfish), raw",640.0,900.0,750.0,170.0,520.0,1300.0,770.0,1500.0,360.0,0,0.0013,0,0.0,2.4,0,0.0,0.18,0.045,2.5,0.57,0.35,0.0,0.001,0.0022,105.0,282.0,35.0,180.0,25.0,1.0,0.0,0.06,0.0,0.0,0.001,0.0575,0,0,0
"Fish, shad, american, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0048,0,0.0,0.0,0,0.0,0.0,0.0,8.4,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Fish, herring, Atlantic, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0042,0,0.0,0.0,0,0.0,0.0,0.0,3.217,0.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Winged beans, immature seeds, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.9,0.059000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Pie fillings, apple, canned",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.035,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Gin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.18,0.004,0.0,0.0,0.001,0.0,0.0,0,0,0
"Spices, cinnamon, ground",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.3319999999999999,0.358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Lake trout, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0187,0,0.0,0.0,0,0.0,0.16,0.09,0.0,0.0,0.0,0.0,0.022000000000000002,0.0047,80.0,370.0,0.0,260.0,30.0,0.75,0.44,0.019,0.0,0.04,0.012,0.013999999999999999,0,0,0
Corn flour,350.0,330.0,250.0,44.0,130.0,860.0,250.0,190.0,190.0,0,0.0,0,0.0,1.11,0,0.0,0.33,0.11,5.7,0.0,0.33,0.0,0.02,0.0,1.0,120.0,6.0,99.0,47.0,1.1,0.5,0.0006,0.0,0.0,0.0026,0.0032,0,0,0
"Quail, meat and skin, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,7.537999999999999,0.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Wheat bran,670.0,790.0,560.0,210.0,260.0,1000.0,540.0,690.0,490.0,0,0.0,0,0.0,1.6,0,0.083,0.89,0.36,29.6,2.4,1.38,24.0,0.14,0.0,28.0,1340.0,74.7,1055.0,480.0,19.0,7.7,0.0024,15.0,1.1,0.0044,0.0068,0,0,0
"Horse-radish, raw",120.0,220.0,150.0,39.0,38.0,200.0,150.0,210.0,140.0,0,0.0,0,152.0,0.0,0,0.0,0.14,0.11,0.6,0.0,0.18,0.0,0.0,0.0,6.0,587.0,93.7,80.5,25.0,1.3,1.4,0.0009,0.46,0.23,0.003,0.0002,0,0,0
Cinnamon stick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3.8,2.32,0,0.0,0.022000000000000002,0.040999999999999995,1.33,0.0,0.158,0.0,0.006,0.0,10.0,431.0,1002.0,64.0,60.0,8.32,1.83,0.0,0.0,0.33899999999999997,0.0,0.0031,0,0,0
"Fish, tuna, fresh, yellowfin, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0017,0,0.0,0.0,0,0.0,0.0,0.0,18.475,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Fish, pollock, Atlantic, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.001,0,0.0,0.0,0,0.0,0.0,0.0,3.27,0.358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Beans, baked, home prepared",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.408,0.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Pepper, black",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,21.0,0.72,0,0.0,0.109,0.24,1.14,0.0,0.34,0.0,0.01,0.0,44.0,1259.0,437.0,173.0,194.0,28.9,1.42,0.0,0.0,1.13,0.0,0.0031,0,0,0
"Tofu, soy bean curd",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.06,0.03,0.1,0.0,0.0,0.0,0.0,0.0,7.0,42.0,128.0,126.0,111.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Nuts, macadamia nuts, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2.473,0.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
